qid,n_tables,oracle_cost,pt_regret_lin,is_trivial_oracle,t3_idx_0.01,t3_regret_0.01,t3_q_0.01,t3_idx_0.05,t3_regret_0.05,t3_q_0.05,t3_idx_0.1,t3_regret_0.1,t3_q_0.1,t3_idx_0.2,t3_regret_0.2,t3_q_0.2
1367,2,1645294.0,1.0,1,0,1.0,5.893237590789795,0,1.0,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1368,2,25036.0,1.0,1,0,1.0,5.893237590789795,1,2.4970643447697407,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1369,5,2798.0,1.0,1,0,1.0,5.893237590789795,0,1.0,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1370,3,49379.0,1.0067233697853382,0,1,1.0,5.893237590789795,2,1.0067233697853382,2.1777548789978027,2,1.0067233697853382,1.3467788696289062,1,1.0,0.6397113800048828
1371,3,845685.0,1.5813434300674245,0,2,1.5813434300674245,5.893237590789795,2,1.5813434300674245,2.1777548789978027,2,1.5813434300674245,1.3467788696289062,2,1.5813434300674245,0.6397113800048828
1372,2,2930.0,1.2541794609348345,0,0,1.2541794609348345,5.893237590789795,0,1.2541794609348345,2.1777548789978027,0,1.2541794609348345,1.3467788696289062,0,1.2541794609348345,0.6397113800048828
1373,2,252.0,1.0,1,1,1.0,5.893237590789795,1,1.0,2.1777548789978027,0,289.2332015810277,1.3467788696289062,0,289.2332015810277,0.6397113800048828
1374,5,11502135.0,1.0,1,2,1.0,5.893237590789795,1,1.0619528407593164,2.1777548789978027,1,1.0619528407593164,1.3467788696289062,1,1.0619528407593164,0.6397113800048828
1375,4,2853339.0,1.0,1,3,1.0,5.893237590789795,3,1.0,2.1777548789978027,3,1.0,1.3467788696289062,3,1.0,0.6397113800048828
1376,4,50862.0,1.0,1,2,1.0,5.893237590789795,2,1.0,2.1777548789978027,2,1.0,1.3467788696289062,2,1.0,0.6397113800048828
1377,4,463760.0,1.0,1,4,1.0,5.893237590789795,4,1.0,2.1777548789978027,4,1.0,1.3467788696289062,4,1.0,0.6397113800048828
1378,3,4531.0,1.0,1,3,43.39541041482789,5.893237590789795,3,43.39541041482789,2.1777548789978027,3,43.39541041482789,1.3467788696289062,3,43.39541041482789,0.6397113800048828
1379,5,3264916.0,1.7549233257690777,0,2,1.7549233257690777,5.893237590789795,0,1.0,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1380,3,38138.0,1.0,1,2,1.0,5.893237590789795,2,1.0,2.1777548789978027,2,1.0,1.3467788696289062,2,1.0,0.6397113800048828
1381,5,4515926.0,1.0,1,0,1.0,5.893237590789795,2,1.4389574942199022,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1382,3,1471152.0,1.0,1,1,1.0,5.893237590789795,1,1.0,2.1777548789978027,1,1.0,1.3467788696289062,1,1.0,0.6397113800048828
1383,5,1717104.0,1.0210359878982358,0,0,1.0210878193238038,5.893237590789795,0,1.0210878193238038,2.1777548789978027,0,1.0210878193238038,1.3467788696289062,0,1.0210878193238038,0.6397113800048828
1384,4,820511.0,1.0077207889707889,0,3,1.0077207889707889,5.893237590789795,3,1.0077207889707889,2.1777548789978027,3,1.0077207889707889,1.3467788696289062,3,1.0077207889707889,0.6397113800048828
1385,5,8531723.0,1.0,1,0,1.0,5.893237590789795,0,1.0,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1386,3,976.0,1.0,1,3,1.0,5.893237590789795,3,1.0,2.1777548789978027,3,1.0,1.3467788696289062,3,1.0,0.6397113800048828
1387,5,542349.0,1.0,1,0,1.0,5.893237590789795,0,1.0,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1388,3,1471251.0,1.0,1,2,1.0,5.893237590789795,2,1.0,2.1777548789978027,2,1.0,1.3467788696289062,2,1.0,0.6397113800048828
1389,4,49183206.0,1.0,1,4,1.0,5.893237590789795,4,1.0,2.1777548789978027,4,1.0,1.3467788696289062,4,1.0,0.6397113800048828
1390,3,280536.0,1.0,1,2,1.024830949215255,5.893237590789795,2,1.024830949215255,2.1777548789978027,2,1.024830949215255,1.3467788696289062,2,1.024830949215255,0.6397113800048828
1391,2,51854.0,1.0,1,1,1.0,5.893237590789795,1,1.0,2.1777548789978027,1,1.0,1.3467788696289062,1,1.0,0.6397113800048828
1392,2,2656854.0,1.0,1,0,1.0,5.893237590789795,0,1.0,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1393,2,699.0,1.0,1,0,1.0,5.893237590789795,0,1.0,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1394,3,25175.0,1.0,1,0,1.0,5.893237590789795,0,1.0,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1395,2,22378.0,1.0,1,0,1.0,5.893237590789795,1,2.734259797131239,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1396,5,1746960.0,1.0,1,3,1.0,5.893237590789795,3,1.0,2.1777548789978027,3,1.0,1.3467788696289062,3,1.0,0.6397113800048828
1397,2,5328.0,3.877838243572903,0,0,3.877838243572903,5.893237590789795,0,3.877838243572903,2.1777548789978027,0,3.877838243572903,1.3467788696289062,0,3.877838243572903,0.6397113800048828
1398,4,374683.0,1.0,1,3,1.0,5.893237590789795,3,1.0,2.1777548789978027,3,1.0,1.3467788696289062,3,1.0,0.6397113800048828
1399,5,102556.0,1.0,1,5,1.0,5.893237590789795,5,1.0,2.1777548789978027,5,1.0,1.3467788696289062,5,1.0,0.6397113800048828
1400,3,28706.0,1.006548925349218,0,1,1.0,5.893237590789795,2,1.006548925349218,2.1777548789978027,2,1.006548925349218,1.3467788696289062,1,1.0,0.6397113800048828
1401,4,791573.0,1.0,1,4,1.0,5.893237590789795,4,1.0,2.1777548789978027,4,1.0,1.3467788696289062,4,1.0,0.6397113800048828
1402,5,17574790.0,1.0420262750208522,0,3,1.0420262750208522,5.893237590789795,3,1.0420262750208522,2.1777548789978027,3,1.0420262750208522,1.3467788696289062,3,1.0420262750208522,0.6397113800048828
1403,3,11876.0,1.0,1,3,1.0,5.893237590789795,3,1.0,2.1777548789978027,3,1.0,1.3467788696289062,3,1.0,0.6397113800048828
1404,3,34528.0,1.0,1,3,1.0,5.893237590789795,3,1.0,2.1777548789978027,3,1.0,1.3467788696289062,3,1.0,0.6397113800048828
1405,5,3437081.0,1.0,1,1,1.0,5.893237590789795,1,1.0,2.1777548789978027,1,1.0,1.3467788696289062,1,1.0,0.6397113800048828
1406,5,6731.0,1.0,1,3,3.2116755793226384,5.893237590789795,0,1.6393345216874629,2.1777548789978027,0,1.6393345216874629,1.3467788696289062,2,1.0,0.6397113800048828
1407,4,3741606.0,1.0,1,3,1.0,5.893237590789795,3,1.0,2.1777548789978027,3,1.0,1.3467788696289062,3,1.0,0.6397113800048828
1408,4,4168668.0,1.0,1,3,1.0,5.893237590789795,3,1.0,2.1777548789978027,3,1.0,1.3467788696289062,3,1.0,0.6397113800048828
1409,5,124462.0,1.0,1,5,1.0,5.893237590789795,5,1.0,2.1777548789978027,5,1.0,1.3467788696289062,5,1.0,0.6397113800048828
1410,4,148000406.0,1.0,1,2,1.0,5.893237590789795,2,1.0,2.1777548789978027,2,1.0,1.3467788696289062,2,1.0,0.6397113800048828
